security_code,as_of_year,cutoff_notice,verdict,basis,business_desc_at_period,reason,evidence
600477,2003,2004-04-30,boundary_pending,boundary,制造业-金属制品业｜浙江｜钢结构工程制作安装与对外承包,ROE四年29.1~50.8%表面极高，但BPS仅0.94~2.03（2003年募资后才升至5.65），高ROE主要来自极低的净资产基数；同期毛利率由31.1%单调降至15.9%（降15.2pp）、净利绝对额仅0.65亿。且2003-11才上市满0年。按§5.4.1第6条判boundary。,2000-2003毛利率31.1/24.2/21.1/15.9%；ROE 36.0/29.1/50.8/35.7%；BPS 0.94/1.23/2.03/5.65
600327,2003,2004-04-30,boundary_pending,fin,卫生和社会工作-卫生｜江苏｜食品零售与道路货物运输,毛利率由1999年14.8%降至2003年10.1%、净利率仅1.7%，ROE由31.8%降至8.5%；营收五年由8.0亿增至26.3亿（3.3倍）而净利仅由0.28亿增至0.45亿。经营范围为食品与农副产品零售批发，无准入门槛。行业非绝望。,1999-2003毛利率14.8/13.6/11.0/9.9/10.1%；ROE 31.8/11.8/8.5%；净利0.28/0.29/0.32/0.37/0.45亿
600250,2003,2004-04-30,boundary_pending,fin,水利、环境和公共设施管理业｜江苏｜纺织品进出口与代理,毛利率由1997年10.4%降至2003年6.3%、净利率仅1.0%，营收七年由13.5亿增至70.3亿（5.2倍）而净利仅由0.19亿增至0.67亿；进出口代理与"三来一补"无门槛。行业非绝望。,1997-2003毛利率10.4/8.9/9.8/8.6/7.9/7.1/6.3%；2003营收70.3亿对净利0.67亿
600258,2003,2004-04-30,boundary_pending,fin,住宿和餐饮业-住宿业｜北京｜饭店经营管理与旅游服务,毛利率由1998年74.9%降至2001年29.5%后回升至43.2%，营收2001-2003由12.1亿降至8.7亿（降28%）、净利由0.77亿降至0.54亿、ROE由18.8%降至7.0%；单体饭店的区位价值未形成可复制的连锁扩张能力。行业非绝望。,1999-2003营收4.1/7.5/12.1/10.6/8.7亿；净利0.51/0.54/0.77/0.67/0.54亿；ROE 18.8/10.5/11.0/9.1/7.0%
600329,2003,2004-04-30,boundary_pending,fin,制造业-医药制造业｜天津｜中药材中成药与化学药制剂,净利由1998年1.47亿降至2003年0.86亿（降41%）、ROE由15.1%降至5.5%，毛利率同期由51.6%降至42.4%；营收虽由2.9亿增至20.6亿（7倍）但利润反向，说明规模来自并入低毛利业务。行业非绝望。,1998-2003净利1.47/1.14/0.86/0.63/0.85/0.86亿；ROE 15.1/11.0/7.9/—/5.7/5.5%；毛利率51.6/52.1/43.5/38.2/37.5/42.4%
600004,2003,2004-04-30,boundary_pending,boundary,交通运输业-航空运输业｜广东｜旅客过港与航空地面服务,业务依附于机场这一区位独占设施，毛利率四年稳定在59.0%~64.3%且2003年升至最高，净利由1.97亿增至2.96亿；但2003-04才上市满0年、可比历史仅四年，且ROE由28.3%降至10.3%系当年募资摊薄（BPS由2.00跳至3.78），摊薄后的真实回报水平尚无数据验证。按§5.4.2(a)判boundary。,2000-2003毛利率59.8/59.0/61.0/64.3%；ROE —/28.3/23.9/10.3%；BPS 2.00→3.78
600012,2003,2004-04-30,boundary_pending,boundary,交通运输业-道路运输业｜安徽｜高等级公路建设收费与养护,收费路权属特许经营、区位独占，毛利率五年稳定在54.5%~60.2%；但ROE五年仅6.8~8.7%且2003年降至7.6%，与本批其余五家路产公司形态一致——重资本属性把股东回报锁在低位。且2003-01才上市满0年。按§5.4.1第4条存疑不放入。,1999-2003毛利率58.4/60.2/54.5/58.0/54.8%；ROE —/6.8/8.7/8.7/7.6%
600020,2003,2004-04-30,boundary_pending,boundary,交通运输业-道路运输业｜河南｜公路管理养护与收费,毛利率四年53.7~72.0%、路权区位独占；但2003年净利较2002年下降12%（3.07→2.71亿）、ROE由19.3%降至10.4%（募资使BPS由2.27跳至3.57），且2003-08才上市满0年、可比历史仅四年。按§5.4.2(a)判boundary。,2000-2003毛利率53.7/71.0/72.0/65.9%；ROE —/19.5/19.3/10.4%；2002→2003净利3.07→2.71亿
600616,2003,2004-04-30,boundary_pending,fin,制造业-酒、饮料和精制茶制造业｜上海｜酒类经营与道路货物运输,毛利率八年长期在13.5%~21.5%的低位、2003年为13.5%，净利率仅2.4%；2003年营收由10.6亿暴增至31.8亿（3倍）而毛利率同时由16.5%降至13.5%，业务实质为酒类流通而非生产，无定价权。行业非绝望。,1996-2003毛利率17.0/15.4/16.0/15.7/16.3/21.5/16.5/13.5%；2003营收31.8亿对净利0.77亿
000011,2003,2004-04-30,boundary_pending,boundary,房地产业｜广东｜房地产开发与商品房销售,ROE 2001-2003为35.8/11.8/20.5%表面不俗，但BPS仅0.49~0.88，高ROE几乎全部来自极低的净资产基数而非盈利能力；1997年曾巨亏5.16亿，毛利率在19.3%~39.0%间随项目结算摆动。净资产基数过低使ROE失去可比性。按§5.4.1第6条判boundary。,1998-2003 BPS 1.01/0.31/0.49/0.53/0.62/0.88；ROE 2.4/—/24.1/35.8/11.8/20.5%；1997净利−5.16亿
600636,2003,2004-04-30,boundary_pending,fin,信息传输业-软件和信息技术服务业｜上海｜软件开发与货物进出口,毛利率八年在15.1%~25.0%间、2003年由24.4%降至20.5%，ROE由2001年19.8%降至2003年10.5%、同期净利由0.48亿降至0.49亿几无增长而营收由5.6亿增至11.0亿。规模扩张未带来回报。行业非绝望。,1998-2003毛利率15.1/20.2/25.0/23.9/24.4/20.5%；ROE 11.1/—/17.2/19.8/—/10.5%
600269,2003,2004-04-30,boundary_pending,boundary,交通运输业-道路运输业｜江西｜交通基础设施投资建设与经营,毛利率七年由88.0%降至63.9%（降24.1pp）、ROE由1999年13.4%逐年降至2003年5.8%；BPS由3.94持续升至8.45的多轮融资使回报被摊薄。路权独占真实但股东回报连续四年下行。按§5.4.1第4条存疑不放入。,1997-2003毛利率88.0/82.3/80.5/75.6/67.5/62.7/63.9%；ROE 13.4/8.2/6.9/6.8/5.8%；BPS 3.94→8.45
600775,2003,2004-04-30,boundary_pending,boundary,制造业-电子设备制造业｜江苏｜广播电视发射设备与通信设备制造,1997-1998连续两年巨亏（累计亏8.14亿）、1998年毛利率为−0.4%；2000-2003恢复后ROE 9.1~21.1%但毛利率仅8.0~14.2%，2003年营收由12.9亿增至38.7亿（3倍）而净利仅由0.91增至0.98亿。前期崩塌与后期低毛利并存，无法判断其是否已建立稳定地位。按§5.4.1第6条判boundary。,1997-1998净利−3.19/−4.95亿、1998毛利率−0.4%；2000-2003毛利率14.2/8.0/14.0/11.7%；2003营收38.7亿对净利0.98亿
000607,2003,2004-04-30,boundary_pending,fin,租赁和商务服务业-商务服务业｜浙江｜广告设计制作代理与发布,毛利率由1996年39.9%降至2003年27.1%，ROE由2001年21.9%降至2003年10.4%；营收2001-2003停滞在13.6~14.2亿而净利在0.53~0.61亿之间无增长，1997-1998曾连续两年亏损。广告代理无准入门槛。行业非绝望。,1996-2003毛利率39.9/29.6/19.8/27.5/19.8/26.0/26.1/27.1%；ROE 21.9/16.6/10.4%；营收13.6/14.2/13.9亿
600232,2003,2004-04-30,boundary_pending,boundary,制造业-纺织业｜浙江｜纺织专用设备制造与面料加工,2003年ROE由13.9%跳至23.6%、毛利率由20.0%升至23.7%、净利由0.65亿翻倍至1.31亿；但此前三年ROE仅12.7~15.1%、毛利率仅14.2~20.0%，单年跳升与2003年纺机行业景气同步，可持续性无法从表内判断。按§5.4.1第6条判boundary。,2000-2003毛利率14.7/14.2/20.0/23.7%；ROE 15.1/12.7/13.9/23.6%；净利0.49/0.54/0.65/1.31亿
600289,2003,2004-04-30,boundary_pending,fin,信息传输业-软件和信息技术服务业｜黑龙江｜电信增值业务与系统集成,ROE四年仅7.3~9.7%，2000年募资使BPS由0.66跳至8.04后回报即长期低迷于个位数；毛利率在28.8%~47.7%间大幅波动、营收在4.7~6.4亿间无稳定增长。募资规模与盈利能力严重不匹配。行业非绝望。,2000-2003 ROE 8.9/8.4/7.3/9.7%；BPS 0.66→8.04→9.63；营收4.7/6.2/4.8/6.4亿
600656,2003,2004-04-30,boundary_pending,boundary,批发和零售业-零售业｜广西｜投资管理与软件技术服务,员工仅96人而2003年营收12.2亿（人均1,271万），业务形态与所标零售行业明显不符；毛利率在13.7%~36.2%间波动、2003年由25.4%跳至36.2%，1996年曾亏损0.57亿。主体实际经营内容无法从表内与经营范围分辨。按§5.4.1第6条判boundary。,员工96人对2003营收12.2亿；1996-2003毛利率24.6/13.7/21.2/16.2/20.8/23.0/25.4/36.2%
600512,2003,2004-04-30,boundary_pending,fin,建筑业-土木工程建筑业｜浙江｜建设工程施工与房地产开发,毛利率五年12.5~15.8%、净利率4.2%，ROE由2000年20.7%降至2003年9.2%；2003年营收由5.6亿增至10.2亿（82%）而净利仅由0.25增至0.43亿。工程施工按招标定价，无定价权。行业非绝望。,1999-2003毛利率12.6/15.6/14.5/15.8/12.5%；ROE 19.5/20.7/18.7/15.8/9.2%
600037,2003,2004-04-30,boundary_pending,boundary,信息传输业-广播电视和卫星传输服务｜北京｜广播电视网络建设经营与节目传送,广电网络在辖区内为独家运营、需牌照，属准入管制型资产；但毛利率七年由80.2%降至49.2%（降31.0pp）、ROE在8.8%~33.6%间大幅波动，2001年募资使BPS由1.73跳至6.04后ROE即降至个位数。独家地位未转化为稳定回报。按§5.4.1第6条判boundary。,1997-2003毛利率80.2/76.2/62.8/61.5/54.9/45.2/49.2%；ROE 0.0/33.6/9.8/8.8/13.5%；BPS 1.73→6.04
000416,2003,2004-04-30,boundary_pending,boundary,金融业-货币金融服务｜山东｜股权投资与资产管理,员工仅24人、经营范围为股权投资与资产管理，主体无实业经营；1999-2000连续两年亏损后2002年ROE跳至52.0%、毛利率由47.7%跳至69.5%。回报来自投资与处置而非可持续经营，且BPS仅1.41~1.61使ROE失去可比性。按§5.4.1第6条判boundary。,员工24人；1999-2000净利−0.41/−0.46亿；2001-2003 ROE 16.6/52.0/34.3%；BPS 1.96/1.41/1.61
600530,2003,2004-04-30,boundary_pending,fin,制造业-食品制造业｜上海｜保健食品生产与药品批发零售,毛利率由1998年82.2%单调降至2003年49.9%（六年降32.3pp）、ROE由29.9%降至6.0%；营收六年由3.7亿仅增至6.4亿而净利由0.51亿增至0.57亿几近零增长。高毛利产品的定价权在持续流失且从未转化为规模。行业非绝望。,1998-2003毛利率82.2/80.3/71.3/68.3/66.7/49.9%；ROE 29.9/30.3/22.7/9.8/5.7/6.0%；净利0.51/0.60/0.51/0.55/0.51/0.57亿
600362,2004,2005-04-30,boundary_pending,boundary,制造业-有色金属冶炼和压延加工业｜江西｜有色稀贵金属采选冶炼加工,经营范围含有色金属矿采选，理应带来资源溢价；但1998-2002五年ROE仅0.3~7.4%、毛利率12.5~22.9%与纯冶炼企业无异，2003-2004跳至10.2%/20.2%与同期铜价上行同步。资源禀赋是否构成持续超额回报，从七年记录看尚未被证明。按§5.4.1第6条判boundary。,1998-2004 ROE 0.3/0.6/2.8/7.4/3.6/10.2/20.2%；毛利率15.3/12.5/15.6/22.9/19.5/20.5/18.5%
600755,2004,2005-04-30,boundary_pending,fin,租赁和商务服务业-商务服务业｜福建｜金属材料与矿石贸易,毛利率九年长期在5.0%~8.7%、2004年降至5.1%，净利率仅1.2%；营收由24.2亿增至101.0亿（4.2倍）而净利仅由0.85亿增至1.22亿。大宗贸易无准入门槛与定价权。行业非绝望。,1996-2004毛利率7.8/7.5/5.0/7.8/8.7/7.2/6.7/7.1/5.1%；2004营收101.0亿对净利1.22亿
002024,2004,2005-04-30,boundary_pending,boundary,批发和零售业-零售业｜江苏｜家电连锁零售与出版物批发,ROE四年32.8/46.2/49.4/36.0%极高、营收四年由16.6亿增至91.1亿（5.5倍），扩张速度在本批最快；但毛利率仅8.4~9.8%，高ROE来自极低的自有资本与供应商账期占用而非商品盈利能力——这一模式在门店扩张停滞时会立即反转。且2004-07才上市满0年、可比历史仅四年。按§5.4.1第4条存疑不放入。,2001-2004 ROE 32.8/46.2/49.4/36.0%；毛利率8.9/8.4/8.6/9.8%；BPS 1.43/2.21/3.75/8.92
000100,2004,2005-04-30,boundary_pending,fin,制造业-电子设备制造业｜广东｜半导体与液晶显示器件制造,2004年ROE由25.2%崩至5.2%、净利由5.71亿降至2.45亿（降57%），同期营收仍增43%至402.8亿；毛利率五年由22.7%降至18.5%。规模高速扩张而利润反向崩塌，显示其在显示器件环节无定价权。且2004-01上市满0年。行业非绝望。,2002-2004营收221.2/282.5/402.8亿；净利4.25/5.71/2.45亿；ROE 24.0/25.2/5.2%
600438,2004,2005-04-30,boundary_pending,fin,制造业-电气机械和器材制造业｜四川｜饲料加工与食品制造,毛利率由2001年18.6%降至2004年9.6%（降9.0pp）、ROE由35.0%降至10.6%；营收四年由5.1亿增至26.3亿（5.2倍）而净利仅由0.51亿增至0.70亿。饲料加工无门槛，规模扩张以让利换取。行业非绝望。,2001-2004毛利率18.6/13.4/11.1/9.6%；ROE 35.0/26.8/17.5/10.6%；净利0.51/0.53/0.43/0.70亿
600383,2004,2005-04-30,boundary_pending,fin,房地产业｜广东｜房地产开发经营,毛利率由1998年46.9%降至2004年27.0%（降19.9pp）、ROE 2001-2004仅10.1~15.7%；净利八年由0.62亿增至2.46亿但回报水平始终未突破16%。房地产开发的土地与资金要素资金充足者可同样取得。行业非绝望。,1998-2004毛利率46.9/37.3/33.7/37.8/37.3/34.6/27.0%；ROE 30.8/14.4/—/10.1/10.3/11.4/15.7%
600022,2004,2005-04-30,boundary_pending,boundary,制造业-黑色金属冶炼和压延加工业｜山东｜钢铁冶炼与炼焦选矿,ROE三年28.2/36.8/32.3%在本批钢铁中最高，但毛利率同期由17.9%降至12.0%（降5.9pp）——高ROE来自BPS仅2.09~3.66的低净资产与2003-2004钢价上行，而非单位盈利能力。且2004-06才上市满0年、可比历史仅四年。按§5.4.1第6条判boundary。,2001-2004毛利率15.0/17.9/17.2/12.0%；ROE —/28.2/36.8/32.3%；BPS 1.57/2.09/2.49/3.66
600031,2004,2005-04-30,boundary_pending,boundary,制造业-专用设备制造业｜北京｜建筑工程机械与起重机械制造,毛利率2000-2002维持在46.8~51.4%，在工程机械中属异常高位、显示细分市场地位；但2003-2004两年骤降至41.1%与32.1%（两年降19.0pp）、ROE由57.3%降至18.4%。毛利率快速回落的原因（竞争进入还是产品结构变化）无法从表内分辨，且2003-07才上市满1年。按§5.4.1第6条判boundary。,2000-2004毛利率46.8/51.4/51.1/41.1/32.1%；ROE 57.3/30.0/18.4%；净利0.60/0.91/2.10/3.25/3.27亿
600089,2004,2005-04-30,boundary_pending,fin,制造业-电气机械和器材制造业｜新疆｜变压器电线电缆制造,毛利率由1996年26.6%降至2004年19.5%、ROE由1998年16.6%降至2004年6.9%；营收九年由1.3亿增至36.7亿（28倍）而净利仅由0.19亿增至0.95亿，且2004年净利较2003年下降14%。输配电设备按招标定价，规模扩张未带来回报。行业非绝望。,1998-2004 ROE 16.6/—/13.5/10.0/10.1/11.0/6.9%；毛利率20.3/24.0/18.9/21.1/21.8/20.4/19.5%
600096,2004,2005-04-30,boundary_pending,boundary,制造业-化学原料和化学制品制造业｜云南｜化肥与磷矿石产品生产,经营范围含磷矿石系列产品，磷矿属不可再造资源、理应构成门槛；2004年毛利率回升至42.2%、ROE达28.5%、净利增至4.79亿。但2000-2003四年ROE仅10.7~14.5%、毛利率一度降至28.0%，2004年的跳升与化肥价格上行同步。资源禀赋是否带来跨周期的超额回报，从九年记录看尚未被证明。按§5.4.1第6条判boundary。,1996-2004毛利率42.7/43.3/44.3/43.9/35.1/28.0/31.6/33.6/42.2%；ROE 23.3/—/10.7/13.6/12.1/14.5/28.5%
600143,2004,2005-04-30,boundary_pending,fin,制造业-橡胶和塑料制品业｜广东｜工程塑料与合成材料制造,毛利率四年仅10.4~13.1%且2004年降至最低，ROE 18.5~39.5%的高位来自BPS仅1.16~2.41的低净资产基数；2004年募资后BPS升至4.73、ROE即降至18.5%。工程塑料改性无准入门槛。且2004-06上市满0年。行业非绝望。,2001-2004毛利率10.8/13.1/12.4/10.4%；ROE 21.2/39.5/33.7/18.5%；BPS 1.16/1.79/2.41/4.73
000983,2004,2005-04-30,boundary_pending,fin,采矿业-煤炭开采和洗选业｜山西｜煤炭洗选加工与发供电,毛利率由1998年49.4%降至2004年37.7%（降11.7pp）、ROE 2002年一度低至6.8%；营收八年由12.1亿增至37.6亿而净利由1.59亿增至6.32亿主要发生在2004年（当年煤价上行）。资源禀赋弱于毛利率长期维持50%以上的同业。行业非绝望。,1997-2004毛利率47.8/49.4/48.6/43.1/36.1/37.6/34.5/37.7%；ROE 11.8/9.9/6.8/9.3/17.8%
600549,2004,2005-04-30,boundary_pending,boundary,制造业-有色金属冶炼和压延加工业｜福建｜选矿与稀有稀土金属冶炼,经营范围含选矿与稀有稀土金属冶炼，理应具资源属性；但毛利率六年仅22.0~30.0%、与普通冶炼无显著差异，ROE在9.1%~28.6%间大幅波动（2003年低至9.1%），营收仅14.9亿。资源属性未在回报上体现。按§5.4.1第6条判boundary。,1999-2004毛利率22.0/22.4/30.0/24.2/26.5/26.2%；ROE 28.6/17.5/9.1/16.7%
600973,2004,2005-04-30,boundary_pending,fin,制造业-电气机械和器材制造业｜江苏｜电线电缆及电缆附件制造,毛利率四年由27.3%降至20.2%、ROE由24.4%降至11.5%，净利四年由0.33亿仅增至0.40亿而营收由4.1亿增至10.3亿（2.5倍）；电缆按铜价加工费定价，无定价权。且2004-08上市满0年。行业非绝望。,2001-2004毛利率27.3/24.6/19.3/20.2%；ROE 24.4/15.1/16.6/11.5%；净利0.33/0.29/0.32/0.40亿
000933,2004,2005-04-30,worth_attention,fin,制造业-有色金属冶炼和压延加工业｜河南｜煤炭生产洗选与电解铝生产,毛利率1996-2004九年落在32.8%~50.4%区间、九年中无一年低于32.8%且2004年升至区间最高的50.4%；**同批另六家有色冶炼公司同期毛利率仅9.6%~30.0%**，本公司长期高出一倍以上。ROE 2000-2004五年11.7/12.3/12.1/13.6/26.6%无一年低于11.7%。**经营范围首项为煤炭生产洗选、次为电解铝**——电解铝的成本结构中电力占四成以上，自有煤炭供应使其成本不随外购电价波动，而煤矿资源属不可复制的capped-capacity要素（§5规则12明列不得误伤）。这解释了它为何能在同行毛利率仅一成多时长期维持三成以上。,1996-2004毛利率35.8/37.0/37.3/37.7/33.5/32.8/35.9/39.9/50.4%；ROE 11.7/12.3/12.1/13.6/26.6%；净利0.66/0.64/0.59/0.77/0.76/0.99/1.12/1.63/3.43亿
000528,2004,2005-04-30,boundary_pending,boundary,制造业-专用设备制造业｜广西｜建筑工程用机械制造,1998-2001四年ROE仅0.2~3.0%（2000年净利几乎为零），2002年后才升至16.2~25.5%；毛利率九年始终仅16.4~20.5%、2004年降至17.5%。前四年近乎不盈利的记录与后三年的改善之间，无法从表内判断是行业周期还是自身能力变化。按§5.4.1第6条判boundary。,1998-2004 ROE 0.9/0.4/0.2/3.0/16.2/25.5/18.9%；毛利率16.4/18.4/17.9/16.9/18.8/20.5/17.5%
600507,2004,2005-04-30,boundary_pending,fin,制造业-黑色金属冶炼和压延加工业｜江西｜钢压延加工与铁合金冶炼,毛利率六年由19.2%降至13.7%、2004年为区间最低，ROE由25.7%降至15.3%；营收六年由1.5亿增至12.2亿（8倍）而毛利率同步下行，是以价换量。且2003-09上市满1年。行业非绝望。,1999-2004毛利率16.6/19.2/17.2/15.9/16.6/13.7%；ROE 3.7/16.3/21.4/25.7/22.9/15.3%
600581,2004,2005-04-30,boundary_pending,fin,制造业-黑色金属冶炼和压延加工业｜新疆｜钢铁冶炼与工业气体,毛利率七年仅8.3~16.3%、2004年为14.2%，ROE 15.3~19.9%的水平在2003-2004钢价上行期取得；1998-1999两年净利仅0.06/0.11亿几近于零。区域钢厂无差异化。行业非绝望。,1998-2004毛利率8.3/11.8/15.8/14.2/12.2/16.3/14.2%；ROE 15.3/16.9/19.9%；1998-1999净利0.06/0.11亿
000792,2004,2005-04-30,worth_attention,fin,制造业-化学原料和化学制品制造业｜青海｜钾肥生产与非煤矿山开采,毛利率1996-2004九年落在38.7%~60.2%区间、九年无一年低于38.7%且2004年升至最高的60.2%；净利九年由0.39亿单调增至2.95亿（除2000年持平外无一年下滑）。**经营范围含矿产资源勘查与非煤矿山开采并生产肥料**——可溶性钾盐在中国储量高度集中于少数盐湖、属不可再造的capped-capacity资源（§5规则12明列不得误伤），资金充足的新进入者无法创造同等矿床，这是毛利率能长期维持四成以上的结构性原因。**须记录的保留**：ROE 1998-2003六年仅8.7~13.2%，2004年才升至23.3%——资源禀赋在此前六年未转化为高回报，若2004年的跃升仅由钾肥价格上行驱动，则该判定须在后续年度复核。,1996-2004毛利率52.2/38.7/39.3/44.2/41.9/47.0/43.5/45.7/60.2%；ROE 11.3/10.1/10.4/12.5/13.2/8.7/23.3%；净利0.39/0.47/0.48/0.63/0.68/0.81/0.92/0.97/2.95亿
000402,2004,2005-04-30,boundary_pending,fin,房地产业｜北京｜房地产开发与商品房销售,毛利率2000-2004在30.7%~39.8%属房地产常态，ROE 21.0~54.5%的高位与BPS仅1.60~2.75的低净资产基数直接相关（2002年募资使BPS跳至6.01后ROE即由54.5%降至29.6%）；净利随项目结算而非定价能力变化。行业非绝望。,2000-2004 ROE 21.1/54.5/29.6/21.0/26.5%；BPS 1.60/2.75/6.01/3.71/4.32；毛利率37.4/30.7/35.6/39.1/39.8%
600997,2004,2005-04-30,boundary_pending,boundary,制造业-石油煤炭及其他燃料加工业｜河北｜化工产品与煤炭制品销售,毛利率四年36.7~42.9%、ROE 18.4~20.1%，两项均稳定且水平不俗；但2004-06才上市满0年、可比历史仅四年，2004年ROE 18.4%是在募资使BPS由2.18跳至4.01后取得，摊薄后的稳态回报尚无数据验证。按§5.4.2(a)判boundary。,2001-2004毛利率36.7/40.6/40.5/42.9%；ROE —/19.9/20.1/18.4%；BPS 2.18→4.01
600079,2004,2005-04-30,boundary_pending,fin,制造业-医药制造业｜湖北｜药品与生物技术研发生产,毛利率九年30.1~46.4%尚可，但ROE 2002-2004仅5.1/6.2/7.7%、营收九年由0.9亿仅增至5.9亿而净利由0.14亿仅增至0.35亿；2001年后回报持续低于10%。规模与回报双弱。行业非绝望。,2000-2004 ROE 13.0/9.8/5.1/6.2/7.7%；净利0.36/0.28/0.19/0.31/0.35亿；营收1.9/2.7/5.6/5.7/5.9亿
600577,2004,2005-04-30,boundary_pending,fin,制造业-电气机械和器材制造业｜安徽｜金属丝绳制品与电线电缆,毛利率由1999年26.3%降至2004年10.5%（降15.8pp）、ROE由33.1%降至12.1%；营收六年由1.7亿增至13.7亿（8倍）而净利仅由0.10亿增至0.37亿。金属丝绳无差异化，规模扩张伴随毛利崩塌。行业非绝望。,1999-2004毛利率26.3/19.2/23.5/18.1/13.0/10.5%；ROE 33.1/17.1/8.5/12.1%；净利0.10/0.14/0.20/0.21/0.24/0.37亿
000905,2004,2005-04-30,boundary_pending,fin,批发和零售业-批发业｜福建｜港口经营与货物贸易,毛利率由1996年87.7%单调降至2004年40.9%（九年降46.8pp），ROE五年仅3.1~9.1%；虽含港口经营这一区位独占业务，但回报水平长期低于社会平均，且毛利率的持续崩塌说明业务重心已由高毛利的港口转向低毛利的贸易。行业非绝望。,1996-2004毛利率87.7/88.6/89.7/87.1/62.5/55.1/52.3/46.5/40.9%；ROE 3.1/3.8/7.7/9.1/9.1%
600481,2004,2005-04-30,boundary_pending,boundary,制造业-通用设备制造业｜江苏｜冷热水机组热泵与海水淡化设备,毛利率五年稳定在40.3%~48.1%，在通用设备中属高位、显示产品有技术门槛；但2004年营收与2003年持平在6.2亿、净利由1.07亿降至0.94亿（降12%）、ROE由13.4%降至10.2%，且2003-04才上市满1年。增长停滞与回报下行同时出现，门槛的持久性无法判断。按§5.4.1第6条判boundary。,2000-2004毛利率48.1/44.0/47.5/45.1/40.3%；ROE 28.2/13.4/10.2%；2003-2004营收6.2/6.2亿、净利1.07/0.94亿
002032,2004,2005-04-30,boundary_pending,boundary,制造业-电气机械和器材制造业｜浙江｜厨房用具不锈钢制品与小家电制造,ROE 2001-2003为29.1/42.1/45.0%极高、营收四年由4.7亿增至10.1亿；但毛利率同期由33.5%单调降至27.7%（降5.8pp），高ROE部分来自BPS仅1.60~2.06的低净资产基数，2004年募资后BPS升至4.93、ROE即降至17.0%。且2004-08上市满0年、可比历史仅四年。按§5.4.1第4条存疑不放入。,2001-2004毛利率33.5/30.2/28.7/27.7%；ROE 29.1/42.1/45.0/17.0%；BPS 1.60/1.69/2.06/4.93
002001,2004,2005-04-30,boundary_pending,fin,制造业-医药制造业｜浙江｜药品生产批发与易制毒化学品,毛利率四年仅20.4~22.9%，在医药制造中明显偏低（同批医药同业多在40~70%），说明其产品以原料药或低附加值制剂为主、无品种壁垒；ROE 2004年由23.3%降至14.2%系募资摊薄。且2004-06上市满0年。行业非绝望。,2001-2004毛利率21.2/22.9/21.5/20.4%；ROE 19.9/20.6/23.3/14.2%；BPS 3.82→6.39
600961,2004,2005-04-30,boundary_pending,fin,制造业-有色金属冶炼和压延加工业｜湖南｜常用有色金属冶炼与压延,毛利率四年仅9.6~11.2%且单调下行，ROE 8.8~13.8%；营收四年由15.7亿增至30.8亿而净利仅由0.28亿增至0.72亿，净利率2.3%。冶炼加工费模式无定价权。且2004-08上市满0年。行业非绝望。,2001-2004毛利率11.2/10.7/9.7/9.6%；ROE 8.8/12.3/13.8/11.9%；净利率2.3%
600823,2004,2005-04-30,boundary_pending,boundary,房地产业｜上海｜房地产综合开发与商标特许经营,2002-2003连续两年营收几近于零（0.0亿）而仍录得净利0.05亿与1.32亿，2004年营收又突增至11.3亿；2000年曾亏损0.85亿。三年内业务规模在零与十一亿之间往复，主体经营内容无法从表内判断。按§5.4.1第6条判boundary。,2000-2004营收1.0/0.5/0.0/0.0/11.3亿；净利−0.85/0.43/0.05/1.32/1.65亿；毛利率21.8/18.9/55.7/52.3/41.2%
600491,2004,2005-04-30,boundary_pending,fin,建筑业-土木工程建筑业｜浙江｜房屋建筑与市政基础设施总承包,毛利率四年仅8.4~9.7%且逐年下行，净利率1.9%；营收四年由19.6亿增至55.4亿（2.8倍）而净利仅由0.49亿增至1.04亿，ROE由21.4%降至13.9%。工程总承包按招标定价。且2004-05上市满0年。行业非绝望。,2001-2004毛利率9.7/8.9/8.4/8.4%；ROE —/20.7/21.4/13.9%；2004营收55.4亿对净利1.04亿
600675,2004,2005-04-30,boundary_pending,fin,房地产业｜上海｜商品房设计建造买卖与租赁,毛利率九年在35.0%~49.9%属房地产常态，但ROE 2000-2004五年仅8.8~13.4%、从未突破14%；净利九年由0.60亿增至2.16亿而回报水平原地踏步。房地产开发的要素资金充足者可同样取得。行业非绝望。,2000-2004 ROE 8.8/10.9/11.5/11.6/13.4%；毛利率37.6/46.0/35.0/35.6/40.8%
600739,2004,2005-04-30,boundary_pending,fin,批发和零售业-批发业｜辽宁｜货物及技术进出口与对销贸易,毛利率由2000年16.1%降至2004年8.4%、ROE由27.4%崩至5.3%，净利由1.72亿降至0.60亿（降65%）而同期营收由12.2亿增至36.2亿（3倍）。进出口代理无门槛，规模扩张伴随利润崩塌。行业非绝望。,1999-2004 ROE 27.4/26.5/15.1/7.1/3.9/5.3%；净利1.34/1.72/1.13/0.60/0.35/0.60亿；毛利率13.7/16.1/12.7/10.3/9.1/8.4%
600966,2004,2005-04-30,boundary_pending,fin,制造业-造纸和纸制品业｜山东｜纸浆纸制品与包装容器制造,毛利率四年由30.7%单调降至18.9%（降11.8pp）、ROE由27.6%降至8.7%；造纸产能由资金即可复制，2004年募资使BPS由3.04跳至6.44后回报即腰斩。且2004-06上市满0年。行业非绝望。,2001-2004毛利率30.7/28.4/24.0/18.9%；ROE 27.6/25.2/21.8/8.7%；BPS 3.04→6.44
