observed_on,risk_free_rate,equity_risk_premium,source,note
2019-10-31,0.032880,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2019-11-29,0.031650,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2019-12-31,0.031365,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2020-01-23,0.029932,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2020-02-28,0.027376,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2020-03-31,0.025899,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2020-04-30,0.025380,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2020-05-29,0.027053,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2020-06-30,0.028230,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2020-07-31,0.029664,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2020-08-31,0.030177,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2020-09-30,0.031482,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2020-10-30,0.031810,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2020-11-30,0.032500,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2020-12-31,0.031429,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2021-01-29,0.031786,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2021-02-26,0.032798,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2021-03-31,0.031887,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2021-04-30,0.031640,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2021-05-31,0.030450,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2021-06-30,0.030778,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2021-07-30,0.028363,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2021-08-31,0.028450,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2021-09-30,0.028776,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2021-10-29,0.029732,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2021-11-30,0.028250,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2021-12-31,0.027754,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2022-01-30,0.026997,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2022-02-28,0.027750,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2022-03-31,0.027878,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2022-04-29,0.028386,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2022-05-31,0.027426,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2022-06-30,0.028205,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2022-07-29,0.027560,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2022-08-31,0.026225,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2022-09-30,0.027601,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2022-10-31,0.026433,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2022-11-30,0.028850,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2022-12-31,0.028353,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2023-01-31,0.028977,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2023-02-28,0.029017,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2023-03-31,0.028528,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2023-04-28,0.027788,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2023-05-31,0.026850,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2023-06-30,0.026351,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2023-07-31,0.026597,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2023-08-31,0.025575,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2023-09-28,0.026751,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2023-10-31,0.026938,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2023-11-30,0.026680,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2023-12-31,0.025553,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2024-01-31,0.024330,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2024-02-29,0.023375,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2024-03-29,0.022901,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2024-04-30,0.023028,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2024-05-31,0.022926,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2024-06-28,0.022058,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2024-07-31,0.021494,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2024-08-30,0.021704,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2024-09-30,0.021518,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2024-10-31,0.021476,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2024-11-29,0.020206,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2024-12-31,0.016752,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2025-01-27,0.016299,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2025-02-28,0.017152,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2025-03-31,0.018129,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2025-04-30,0.016243,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2025-05-30,0.016712,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2025-06-30,0.016469,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2025-07-31,0.017044,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2025-08-29,0.018379,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-08),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
